Input File,Display Name,File Name
Baseline,B,Div18 H11 5th batch of gRNAs plate1 6 microM bicuculin(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,


Weighted Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.554080,7.374067,7.747587,8.525035,9.085590,9.247292,7.915955,10.139896,
B SEM,0.498478,1.127315,0.499108,0.724449,0.500988,0.755342,1.083063,1.060651,
B Replicates,5.833958,2.547292,7.727917,7.288542,9.084583,6.480000,4.079375,5.837083,
,5.813125,8.020476,9.915417,5.982708,6.355417,15.131042,3.933125,10.856667,
,8.106458,5.961250,9.034167,4.603958,10.787500,9.345625,5.110208,7.365000,
,8.372917,11.530833,8.003333,9.690625,8.408750,9.337917,8.345208,11.178958,
,9.567708,5.168333,9.538333,8.178750,8.105208,6.227917,6.445625,13.490000,
,5.458542,0.644375,7.650417,9.320417,10.689167,10.736042,5.877292,19.297083,
,8.426667,8.712292,8.370417,7.325417,9.260833,10.237708,7.065000,8.643542,
,6.647083,5.204583,8.850625,8.535208,10.960000,5.925208,15.318333,12.292083,
,9.158958,14.902083,4.437292,10.123750,10.214167,10.092083,14.845000,8.935833,
,10.554792,10.629583,7.297292,14.775833,8.190208,11.504792,10.025208,6.726458,
,5.534167,8.196875,4.512292,7.705625,10.980625,8.530208,6.722083,8.056875,
,7.174583,6.970833,7.633542,8.769583,5.990625,7.418958,7.225000,8.999167,


Number of Bursting Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.916667,7.916667,8.000000,7.916667,8.000000,7.916667,8.000000,8.000000,
B SEM,0.083333,0.083333,0.000000,0.083333,0.000000,0.083333,0.000000,0.000000,
B Replicates,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,


Burst Frequency - Avg (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.113735,0.144864,0.158403,0.179851,0.145330,0.164405,0.156858,0.172639,
B SEM,0.005766,0.032294,0.011815,0.014995,0.012925,0.014280,0.019422,0.020842,
B Replicates,0.076458,0.038333,0.113750,0.197708,0.134167,0.170208,0.172917,0.115625,
,0.096905,0.108571,0.217917,0.161042,0.102500,0.250833,0.107083,0.138750,
,0.096458,0.098958,0.145417,0.145714,0.191667,0.132857,0.069167,0.094583,
,0.109583,0.191458,0.131042,0.185625,0.224167,0.144375,0.188750,0.130000,
,0.115417,0.082917,0.204375,0.113958,0.083125,0.151875,0.124583,0.172917,
,0.106875,0.019167,0.161042,0.184167,0.179583,0.178125,0.066667,0.247917,
,0.134792,0.147083,0.150417,0.123125,0.156458,0.204375,0.133542,0.129792,
,0.115625,0.088750,0.197083,0.152083,0.187500,0.115625,0.293542,0.352708,
,0.133542,0.243958,0.106667,0.238542,0.151250,0.146458,0.224792,0.150417,
,0.151875,0.439167,0.215208,0.299167,0.107292,0.251667,0.150625,0.191250,
,0.108333,0.113125,0.110833,0.148750,0.137917,0.129375,0.127292,0.127708,
,0.118958,0.166875,0.147083,0.208333,0.088333,0.097083,0.223333,0.220000,


Burst Duration - Avg (s)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.438084,0.388599,0.375074,0.259321,0.413303,0.382689,0.309777,0.400239,
B SEM,0.018562,0.029671,0.024331,0.016647,0.025839,0.017340,0.041743,0.033405,
B Replicates,0.448074,0.449266,0.389141,0.243556,0.379545,0.294518,0.103090,0.320590,
,0.524323,0.547802,0.444824,0.175730,0.415698,0.318747,0.241761,0.491386,
,0.475974,0.367253,0.482365,0.246651,0.349310,0.458283,0.578834,0.432713,
,0.487624,0.404673,0.548284,0.270736,0.321763,0.423929,0.249177,0.440994,
,0.451048,0.483606,0.387333,0.396837,0.603693,0.318370,0.304532,0.420949,
,0.433782,0.235497,0.413779,0.286882,0.338960,0.355927,0.585863,0.671406,
,0.418247,0.368719,0.317400,0.295368,0.365244,0.387522,0.334023,0.368651,
,0.518353,0.470314,0.302046,0.293414,0.359055,0.397008,0.235473,0.280329,
,0.417569,0.391997,0.325944,0.237429,0.566297,0.457351,0.293762,0.417030,
,0.423063,0.256709,0.309346,0.240678,0.451082,0.316118,0.343788,0.406514,
,0.366854,0.456564,0.282331,0.241186,0.439794,0.417933,0.286494,0.344989,
,0.292103,0.230790,0.298099,0.183390,0.369200,0.446558,0.160522,0.207321,


Normalized Duration IQR - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.983482,0.696687,1.467730,0.292921,0.449272,0.647533,0.743136,0.697247,
B SEM,0.406701,0.160019,0.505639,0.029793,0.090541,0.169317,0.195480,0.244741,
B Replicates,0.360648,0.578919,0.367364,0.278435,0.343787,0.415300,0.851331,0.389732,
,0.637443,0.714021,3.721969,0.380267,0.281350,0.329401,0.899048,0.349744,
,0.318321,0.292138,0.823755,0.424109,0.320058,0.429844,1.177129,0.619477,
,0.293545,0.525886,0.727308,0.303651,1.066690,0.265058,2.599567,0.229200,
,0.348963,0.769732,1.232526,0.188837,0.550323,0.353619,0.955739,0.220091,
,3.540547,0.137741,2.138042,0.457409,0.191389,0.401952,0.778207,2.915633,
,0.435162,0.620962,0.367363,0.178356,0.436308,2.297512,0.389683,0.271813,
,4.395753,1.054134,0.490699,0.235913,0.296524,0.517024,0.236896,1.976505,
,0.430835,0.424964,0.287198,0.368503,1.109804,0.308703,0.284958,0.398763,
,0.366217,2.278600,6.057874,0.334834,0.254986,1.290119,0.274861,0.351462,
,0.330053,0.644220,0.998719,0.236337,0.326286,0.660409,0.223018,0.392318,
,0.344295,0.318926,0.399946,0.128396,0.213758,0.501451,0.247191,0.252229,


IBI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.003893,0.953130,1.174980,0.776940,0.741911,0.705823,0.806075,0.763563,
B SEM,0.111501,0.121115,0.156470,0.085074,0.076884,0.049367,0.120759,0.063456,
B Replicates,0.737020,1.106776,0.602054,0.628132,1.155957,0.610220,0.633901,1.064648,
,1.007645,0.804869,1.504694,1.007176,1.148500,0.617099,0.909912,0.823156,
,0.886261,0.604798,0.870604,0.658745,0.517635,0.578419,1.998356,0.816157,
,1.193259,1.509160,0.788082,0.849333,0.758227,0.574955,0.859134,0.440738,
,0.558242,0.762313,2.348232,0.877482,1.056755,0.772534,0.662086,0.613494,
,1.418346,0.894806,1.770979,0.693879,0.417136,0.862533,1.063037,0.862786,
,0.989321,0.836163,0.807564,1.136218,0.770771,1.043795,0.419858,0.736897,
,1.757719,1.261333,0.967800,0.358863,0.418658,0.804984,0.434877,0.993417,
,0.711314,0.615005,0.446975,0.727925,0.803887,0.570429,0.676908,0.503399,
,0.562842,1.899364,1.286311,1.380845,0.469142,0.933192,0.706630,1.057126,
,1.484957,0.644662,1.217481,0.607680,0.695726,0.540788,0.736767,0.787352,
,0.739794,0.498309,1.488983,0.396996,0.690534,0.560931,0.571439,0.463583,


Burst Percentage - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,96.463025,96.712048,97.202599,96.913972,97.907269,97.138045,95.359198,98.656236,
B SEM,1.139202,1.126482,1.036245,1.385718,0.720376,1.033879,1.702696,0.365016,
B Replicates,91.856294,93.410853,99.803304,97.422866,99.180948,95.365078,78.269777,96.673027,
,87.067318,86.412949,94.474022,98.846464,99.421414,99.538236,93.154261,99.811156,
,95.631886,97.759227,96.127554,82.081105,99.805293,87.152510,96.130923,96.929084,
,99.570381,97.364757,99.457257,97.125487,98.176998,99.134073,96.839733,99.838779,
,99.445511,98.661535,99.866177,97.876535,97.680346,97.439956,95.278685,99.795145,
,99.698034,98.317704,88.871657,97.057949,99.374389,98.283680,99.670336,99.543583,
,97.714753,99.843595,99.573380,99.613964,95.075338,99.879646,92.480325,99.236132,
,99.581527,98.977677,99.409258,99.702730,99.741448,98.670792,99.362065,98.914959,
,98.252173,97.942156,92.186082,98.477924,91.276324,99.881901,99.923875,98.925410,
,94.513458,93.187403,99.235165,98.742003,99.712984,99.099180,96.647484,96.764936,
,94.566756,99.250067,98.243838,96.396311,97.614634,96.366111,98.811891,97.774437,
,99.658206,99.416652,99.183489,99.624330,97.827111,94.845381,97.741018,99.668189,


Network Burst Frequency (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.091667,0.115694,0.128472,0.166389,0.122222,0.129167,0.147361,0.129167,
B SEM,0.008074,0.025041,0.007564,0.015844,0.011716,0.010845,0.020701,0.012727,
B Replicates,0.076667,0.036667,0.105000,0.121667,0.128333,0.110000,0.140000,0.093333,
,0.071667,0.073333,0.143333,0.158333,0.095000,0.211667,0.103333,0.111667,
,0.085000,0.095000,0.101667,0.116667,0.173333,0.116667,0.048333,0.070000,
,0.106667,0.150000,0.103333,0.175000,0.161667,0.136667,0.183333,0.121667,
,0.106667,0.055000,0.150000,0.113333,0.068333,0.135000,0.110000,0.160000,
,0.051667,0.018333,0.138333,0.156667,0.171667,0.146667,0.055000,0.133333,
,0.121667,0.113333,0.136667,0.120000,0.125000,0.103333,0.121667,0.115000,
,0.051667,0.051667,0.185000,0.148333,0.171667,0.101667,0.291667,0.196667,
,0.111667,0.203333,0.113333,0.236667,0.066667,0.125000,0.223333,0.128333,
,0.133333,0.328333,0.140000,0.293333,0.103333,0.183333,0.143333,0.083333,
,0.066667,0.096667,0.093333,0.148333,0.123333,0.103333,0.125000,0.116667,
,0.116667,0.166667,0.131667,0.208333,0.078333,0.076667,0.223333,0.220000,


Network Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.765826,0.670887,0.595333,0.444187,0.671851,0.656056,0.551665,0.678056,
B SEM,0.059088,0.076676,0.050156,0.033145,0.069953,0.041455,0.066382,0.064194,
B Replicates,0.700520,0.647127,0.531322,0.581009,0.490596,0.641572,0.271148,0.638979,
,0.874225,1.053907,0.826944,0.324532,0.727865,0.507009,0.540262,0.766769,
,0.782314,0.475127,0.952953,0.611862,0.449770,0.642955,0.955189,0.862166,
,0.661079,0.771217,0.758232,0.540359,0.538499,0.546616,0.357825,0.595401,
,0.735136,0.957370,0.603125,0.590514,0.993561,0.561862,0.548177,0.524637,
,1.053461,0.400916,0.638458,0.496068,0.425852,0.642775,0.879687,1.202048,
,0.651582,0.550633,0.437852,0.395411,0.746081,0.929054,0.754092,0.577271,
,1.194227,1.149868,0.391683,0.380221,0.488486,0.551301,0.410158,0.712538,
,0.679996,0.660870,0.568326,0.378626,1.230922,0.630093,0.383139,0.596164,
,0.794698,0.421348,0.559492,0.377989,0.619459,0.547353,0.660442,0.834630,
,0.663980,0.634726,0.432824,0.389323,0.785942,0.734950,0.608753,0.492667,
,0.398699,0.327538,0.442788,0.264335,0.565180,0.937132,0.251110,0.333397,


Network Burst Percentage
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,96.607541,98.694375,99.701120,96.899511,98.112396,97.405113,93.714420,97.837597,
B SEM,1.405136,0.699088,0.127605,0.972536,0.750615,1.295062,2.618447,1.327107,
B Replicates,89.518980,91.592378,99.954170,89.481206,99.490896,87.274949,66.334712,95.488614,
,99.946242,99.937702,98.985166,99.077202,99.704976,99.932534,91.811007,99.821538,
,93.752409,98.731390,98.687852,91.895561,99.754732,99.716891,93.513800,99.372030,
,99.776064,99.898822,99.403894,94.883371,99.596155,99.870599,95.933295,99.960864,
,99.634186,99.790390,99.892976,98.130317,98.959003,99.946478,94.156243,99.967569,
,99.828251,97.769156,99.986384,95.558586,99.417245,99.441135,99.812130,99.530369,
,98.350969,99.971305,99.952710,99.653035,92.702241,99.881972,92.501180,99.047940,
,99.736727,99.839885,99.976461,99.975591,99.960082,99.479624,99.559352,99.755940,
,99.401770,99.828044,99.962440,99.082191,92.985641,99.938070,99.970529,99.470764,
,94.058781,97.254126,99.954321,98.664768,99.758350,99.864187,96.192930,83.792238,
,85.469056,99.862753,99.695277,96.717766,97.182537,93.110270,98.236534,98.107207,
,99.817063,99.856545,99.961791,99.674538,97.836898,90.404650,96.551326,99.736087,


Network IBI Coefficient of Variation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.809858,0.742939,0.963294,0.743554,0.592625,0.516883,0.739808,0.573649,
B SEM,0.086232,0.113128,0.139347,0.088008,0.082658,0.034172,0.100397,0.059707,
B Replicates,0.728096,1.065404,0.515027,0.616643,1.115172,0.474576,0.618925,0.881377,
,0.730925,0.428393,1.149133,0.991965,1.075278,0.449214,0.879303,0.615746,
,0.839922,0.557369,0.544288,0.521052,0.405830,0.449404,1.710004,0.517017,
,1.172169,1.274511,0.559169,0.826658,0.449290,0.519355,0.840720,0.356834,
,0.484493,0.343028,1.963936,0.872346,0.881795,0.659564,0.540215,0.534851,
,0.725412,0.846639,1.547036,0.568844,0.359418,0.687610,0.879990,0.375094,
,0.894865,0.601290,0.716921,1.111361,0.644747,0.435684,0.355790,0.630578,
,0.988402,0.761136,0.913109,0.322821,0.300850,0.681238,0.426078,0.501384,
,0.533027,0.450267,0.329752,0.721298,0.299641,0.398361,0.671182,0.312375,
,0.420999,1.615006,0.894759,1.367303,0.424703,0.645845,0.664936,0.995791,
,1.479574,0.474972,1.051128,0.605384,0.583210,0.365493,0.720742,0.699502,
,0.720406,0.497257,1.375271,0.396976,0.571568,0.436247,0.569809,0.463241,


Network Normalized Duration IQR
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.307340,0.451262,0.746325,0.248818,0.243459,0.316749,0.405295,0.257892,
B SEM,0.024301,0.148411,0.286816,0.020325,0.020272,0.045599,0.086787,0.021074,
B Replicates,0.283465,0.504202,0.174757,0.283186,0.215054,0.256000,0.844444,0.330579,
,0.375758,0.274112,1.059459,0.163934,0.265734,0.206186,0.261682,0.231293,
,0.278146,0.224719,0.227979,0.240000,0.252874,0.380165,0.417112,0.175439,
,0.139535,0.225166,0.248366,0.280374,0.429907,0.224299,1.114754,0.212389,
,0.273381,0.379888,0.770642,0.184874,0.248756,0.201835,0.626263,0.178218,
,0.409756,0.074074,3.704918,0.373626,0.227848,0.330709,0.281081,0.295359,
,0.406504,0.310680,0.188235,0.155844,0.275862,0.393443,0.248276,0.247788,
,0.376569,0.334764,0.450704,0.191781,0.236559,0.373832,0.271605,0.421769,
,0.330827,0.204724,0.141593,0.259740,0.240964,0.231405,0.213333,0.324324,
,0.178344,2.037736,1.147287,0.253521,0.198347,0.756757,0.170543,0.258065,
,0.315789,0.495868,0.536082,0.363636,0.198758,0.273381,0.201681,0.210526,
,0.320000,0.349206,0.305882,0.235294,0.130841,0.172973,0.212766,0.208955,


Area Under Normalized Cross-Correlation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.873726,0.845974,0.858294,0.857330,0.912416,0.885196,0.888482,0.915921,
B SEM,0.017678,0.018953,0.020509,0.034818,0.015899,0.019653,0.016168,0.014725,
B Replicates,0.767935,0.760015,0.887570,0.879642,0.942284,0.834169,0.848990,0.874137,
,0.781913,0.760520,0.790164,0.903832,0.896031,0.940554,0.858061,0.958652,
,0.870947,0.824913,0.874370,0.491700,0.964255,0.755807,0.795641,0.800609,
,0.831352,0.899529,0.890855,0.897637,0.846895,0.888277,0.926708,0.963166,
,0.911637,0.814378,0.953972,0.873622,0.850482,0.770857,0.873141,0.976891,
,0.936963,0.774319,0.759385,0.804989,0.989795,0.909053,0.834135,0.925675,
,0.923212,0.957050,0.907794,0.904238,0.917909,0.985391,0.886065,0.948010,
,0.925503,0.919008,0.943227,0.895693,0.976767,0.888911,0.966970,0.893268,
,0.815973,0.855026,0.724291,0.929396,0.833371,0.925443,0.952622,0.922710,
,0.923742,0.811032,0.891578,0.943960,0.950751,0.940939,0.958838,0.858887,
,0.864091,0.907719,0.848817,0.854280,0.925797,0.885951,0.839159,0.925214,
,0.931441,0.868181,0.827511,0.908976,0.854659,0.897000,0.921457,0.943827,


