Input File,Display Name,File Name
Baseline,B,Div11 H12 5th batch of gRNAs Plate2(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
,0.380926,0.476255,0.399054,0.199945,0.382574,0.471963,0.207543,0.647598,
,0.347996,0.556780,0.218634,0.313199,0.413345,0.392571,0.381828,0.762345,
,0.250515,0.463710,0.820698,0.206379,0.307114,0.304840,0.522745,0.426087,
,0.433651,0.642118,0.363687,0.457373,0.436782,0.613406,0.141407,0.529276,
,0.233196,0.353767,0.465756,0.550009,0.852102,0.730283,0.229844,0.355764,
,0.381122,0.404011,0.485441,0.422198,0.546249,0.390549,0.406221,0.438384,
,0.522308,0.382800,0.600949,0.235500,0.937855,0.637684,0.215200,0.725701,
,0.292317,0.206855,0.419570,0.380176,0.214409,0.442560,0.172091,0.425847,


Network Burst Percentage
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,91.865324,89.533085,86.922356,85.341023,91.035030,91.191030,90.224450,94.904428,
B SEM,1.905970,1.291755,5.411334,1.903453,2.006804,2.319501,2.239945,1.007489,
B Replicates,85.944765,82.578181,93.365589,86.576642,94.804612,98.595489,85.541257,93.458464,
,91.770927,91.064803,95.195822,75.847507,75.053133,95.177110,89.618485,98.492052,
,73.276483,89.447195,98.338387,87.667605,94.850536,80.546366,96.434874,99.382741,
,91.709267,89.238001,87.615154,91.459429,98.148395,87.283202,98.530186,95.658716,
,97.132362,98.317009,93.627916,84.626331,79.127900,98.105671,89.259054,94.637299,
,97.057459,95.884343,30.600387,84.357312,94.646065,89.308262,92.197484,91.565084,
,93.736377,85.486527,75.340263,72.083468,94.537544,73.262491,87.407161,96.859666,
,95.974253,91.984674,94.232999,90.961611,88.929272,96.904161,69.255842,89.504063,
,92.285560,86.979086,96.614831,78.395593,93.690204,93.650794,93.905786,99.140797,
,93.990461,89.562215,95.845214,90.857808,94.217635,95.987032,88.755948,97.203123,
,93.649868,89.102964,93.444382,90.235542,90.570431,98.720101,95.936748,93.404807,
,95.856107,84.752023,88.847325,91.023428,93.844633,86.751686,95.850572,89.546323,


Network IBI Coefficient of Variation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.080450,0.773904,1.436528,0.627696,1.365287,1.270106,0.509280,0.804473,
B SEM,0.162330,0.096733,0.276835,0.045508,0.160314,0.100688,0.038015,0.171115,
B Replicates,1.028905,0.637921,0.480462,0.421679,0.890099,1.002638,0.658349,0.436007,
,0.598584,0.651131,3.458629,0.629538,0.839878,1.377481,0.340297,0.317044,
,1.052613,0.535526,1.303489,0.608897,1.016063,1.246939,0.428600,0.584947,
,1.422320,0.690585,1.286390,0.895711,2.261418,0.800268,0.634601,0.597091,
,1.497900,0.833651,3.219244,0.488248,0.995247,1.722956,0.468462,0.863061,
,2.562072,1.277748,1.125047,0.776777,1.788652,1.654904,0.600569,0.356680,
,1.014396,0.386516,1.403000,0.518063,1.403102,1.449332,0.469287,1.026872,
,0.948299,0.806255,0.379012,0.502678,2.348200,1.743242,0.785449,0.908257,
,1.061611,0.550994,1.087661,0.800706,0.860080,0.919964,0.448176,0.348580,
,0.613035,1.210280,0.967844,0.823179,1.806381,1.320888,0.452836,0.987355,
,0.683929,1.341296,0.891384,0.575313,1.283888,0.722860,0.366588,2.504021,
,0.481737,0.364946,1.636172,0.491562,0.890435,1.279798,0.458145,0.723767,


Network Normalized Duration IQR
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.376617,0.991148,0.971368,1.244510,1.087193,1.151800,1.291190,0.701636,
B SEM,0.189332,0.197921,0.143205,0.164223,0.098211,0.086475,0.144606,0.100011,
B Replicates,2.097561,2.971429,2.380952,1.066667,1.333333,1.255814,1.259259,0.688172,
,1.373494,0.836364,0.482759,2.387097,0.906667,0.886076,1.826087,0.566038,
,2.054054,0.914286,0.986301,0.590476,1.288136,1.284404,2.352941,0.441558,
,1.224490,0.715596,0.656716,1.428571,0.579710,1.589744,1.407407,0.800000,
,0.579710,0.359551,0.847458,2.000000,1.127273,0.864198,1.280000,0.535433,
,0.412698,0.646465,0.697674,1.560976,0.602740,1.265306,0.550725,0.397163,
,0.972973,0.610526,0.528926,1.391304,0.933333,1.155556,0.712871,0.531646,
,0.831169,0.485981,1.018868,0.831461,0.883117,0.988506,1.176471,0.646465,
,2.666667,1.087719,0.987654,0.590476,1.504425,1.089109,1.333333,0.698413,
,1.298246,0.736842,1.232877,0.693333,0.876404,1.358491,0.676923,0.722892,
,1.469880,1.298246,0.819277,1.481481,1.582609,0.540541,1.440000,0.656000,
,1.538462,1.230769,1.016949,0.912281,1.428571,1.543860,1.478261,1.735849,


Area Under Normalized Cross-Correlation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.773091,0.806422,0.754428,0.877704,0.777954,0.773577,0.819508,0.858688,
B SEM,0.037585,0.025377,0.036697,0.020024,0.031462,0.017111,0.024726,0.016364,
B Replicates,0.937582,0.779260,0.693598,0.859962,0.870585,0.827003,0.785417,0.894874,
,0.912999,0.883573,0.681623,0.727601,0.717227,0.780127,0.795935,0.905497,
,0.687468,0.736608,0.933250,0.867394,0.767699,0.850944,0.957424,0.925197,
,0.818992,0.904969,0.769034,0.971931,0.796289,0.712149,0.879216,0.883435,
,0.876638,0.881305,0.755357,0.865610,0.773439,0.695982,0.724541,0.928049,
,0.655487,0.736922,0.536729,0.868058,0.702426,0.763023,0.767717,0.825805,
,0.698018,0.732155,0.710646,0.868293,0.582120,0.700929,0.708638,0.767439,
,0.474214,0.728460,0.763669,0.946238,0.690594,0.768813,0.693715,0.827783,
,0.751786,0.753723,0.755768,0.868731,0.722976,0.716213,0.909610,0.804205,
,0.804748,0.717671,0.594082,0.808426,0.935547,0.770543,0.883927,0.887195,
,0.868610,0.843806,0.926253,0.981348,0.804477,0.847177,0.850655,0.881688,
,0.790547,0.978617,0.933133,0.898855,0.972066,0.850016,0.877298,0.773091,


Resistance - Avg (kOhms)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,41.409662,42.080152,41.668676,43.214523,40.560787,41.176079,41.122958,42.746778,
B SEM,0.867626,0.663112,0.735455,0.642350,0.551377,0.754700,0.633275,0.745787,
B Replicates,42.863034,38.923983,37.927511,41.627597,40.599017,39.596100,41.116656,38.475356,
,43.638812,41.364357,40.347815,43.105393,37.099084,37.347582,44.913126,43.199875,
,42.830785,38.718930,43.886525,43.215421,40.581644,43.865431,44.372045,44.505117,
,44.811974,41.723767,45.366790,44.040655,38.481803,44.520021,41.835624,41.854625,
,45.757820,43.819783,41.355597,42.575365,42.853329,40.861551,41.132304,45.130722,
,42.406069,42.917517,40.897597,41.580883,43.136926,41.541557,39.975798,43.245791,
,39.227578,41.878789,41.551582,46.024128,40.601686,40.959649,38.065724,40.033163,
,35.401266,39.217969,43.436643,44.809468,43.187627,41.669270,37.723850,48.065982,
,37.572124,44.718094,40.554999,45.053324,40.390358,45.113916,42.880790,43.986488,
,39.666342,42.502606,37.048676,45.496032,41.148552,37.002067,39.916578,42.556764,
,41.088191,43.093345,44.645027,43.230606,38.430794,39.099322,41.270475,40.091391,
,41.651946,46.082684,43.005351,37.815399,40.218626,42.536482,40.272525,41.816057,


Number of Covered Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.833333,7.916667,7.750000,8.000000,7.916667,7.833333,7.583333,7.916667,
B SEM,0.112367,0.083333,0.130558,0.000000,0.083333,0.112367,0.192996,0.083333,
B Replicates,8.000000,7.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,7.000000,8.000000,7.000000,8.000000,
,8.000000,8.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,


