Input File,Display Name,File Name
Baseline,B,Div13 H11 5th batch of gRNAs plate3(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Replicates,0.719129,1.039025,0.632663,1.710899,0.755438,0.591539,0.723765,0.636354,
,1.054235,1.285793,0.581745,1.838867,0.635118,0.618116,1.105416,0.455795,
,1.008202,1.113809,0.861975,1.315162,0.837471,0.557545,0.527844,0.346666,
,0.597155,0.815415,0.566365,1.607814,0.831794,0.516737,1.507219,0.914483,
,0.520073,0.767351,1.025235,0.750646,0.811475,0.552134,1.234975,0.495229,
,0.792080,0.447180,0.616778,0.988195,0.588227,0.629487,0.441351,0.458797,
,0.816840,1.313542,0.471094,1.656057,0.591636,0.642125,0.980416,0.465751,
,0.496678,1.281097,0.536015,0.830056,0.666573,0.632692,1.026478,0.481938,
,0.668969,0.848840,0.741298,1.523613,0.527371,0.804960,1.642053,0.428489,
,0.539097,1.102431,0.662780,1.640234,0.787242,1.282227,0.733781,0.360681,
,0.557700,1.111459,0.543446,1.204693,0.870003,0.764497,0.862886,0.448400,
,2.446286,1.312553,0.633959,0.885261,0.628334,0.566379,0.679626,0.324869,


IBI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.662917,0.926932,2.068895,0.759784,1.867463,1.867488,0.759619,0.526709,
B SEM,0.290211,0.120177,0.229170,0.049101,0.332959,0.319255,0.222284,0.082771,
B Replicates,0.889232,0.566531,0.408554,0.730766,0.656486,0.570585,0.625729,1.094502,
,0.682941,1.662960,1.546280,0.605344,0.601931,0.851689,0.561886,0.292368,
,1.271796,1.184286,2.201272,0.820891,1.922182,1.548721,0.440809,0.575450,
,3.781912,1.177025,3.298207,0.771965,1.466332,2.052182,0.967773,0.554217,
,1.649605,1.183364,1.923414,0.800048,1.220172,2.218001,0.490561,0.634402,
,1.345584,0.523358,1.982252,0.813623,1.899179,3.030866,0.242314,0.319096,
,1.370082,0.744579,2.965934,0.671164,2.842812,2.696507,0.567899,0.953366,
,2.578240,1.533976,1.593270,0.784806,4.189222,3.865845,0.449231,0.373210,
,2.817206,0.949179,2.692865,0.634266,3.746135,2.901303,0.637685,0.351690,
,2.309890,0.605184,1.420814,1.230983,1.223063,0.880144,3.142491,0.722967,
,0.590709,0.516759,2.777550,0.668591,1.099567,1.406950,0.412183,0.301849,
,0.667803,0.475980,2.016325,0.584966,1.542476,0.387058,0.576866,0.147386,


Burst Percentage - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,81.930642,75.409198,83.293512,79.578857,80.228147,86.328123,81.961705,90.750089,
B SEM,3.438505,4.445558,3.874558,3.585055,1.516239,3.157338,5.153326,2.415352,
B Replicates,78.867283,88.467743,58.304521,81.199830,73.697126,89.960008,76.758606,79.642027,
,60.530285,69.676737,64.707204,94.647960,84.645958,83.284141,94.510348,97.828726,
,84.736313,84.774784,90.293720,47.880426,80.546039,61.026098,92.844889,97.715427,
,96.367451,66.738672,93.305453,72.477209,78.255337,79.143365,30.793948,94.413618,
,85.214473,48.088854,84.380085,81.314707,76.644305,93.315313,82.279938,85.621262,
,79.159654,97.959452,79.128568,69.914761,84.853812,95.076971,97.863518,94.046155,
,70.642696,88.544202,95.942441,84.651356,82.678480,90.776934,83.404608,84.094592,
,72.737936,77.222850,96.306431,76.490674,80.368357,97.026544,94.577962,87.554510,
,94.052664,67.537355,95.970710,89.164886,84.191842,95.041759,75.915888,97.879963,
,70.314882,60.809851,67.307771,92.689561,68.360631,79.847559,77.690022,73.932630,
,93.176203,93.784908,80.946185,83.208598,82.226740,96.286618,92.396543,98.452947,
,97.367869,61.304968,92.929060,81.306314,86.269134,75.152169,84.504192,97.819205,


Network Burst Frequency (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.207293,0.170688,0.150721,0.190932,0.158347,0.182196,0.210760,0.247227,
B SEM,0.027232,0.014343,0.015326,0.011022,0.017808,0.022482,0.022178,0.016040,
B Replicates,0.168053,0.247920,0.199667,0.163062,0.183028,0.267887,0.184692,0.201331,
,0.229617,0.071547,0.113145,0.242928,0.171381,0.334443,0.201331,0.183028,
,0.237937,0.156406,0.126456,0.176373,0.058236,0.099834,0.219634,0.214642,
,0.257903,0.232945,0.119800,0.206323,0.171381,0.207987,0.043261,0.239601,
,0.108153,0.121464,0.109817,0.196339,0.091514,0.143095,0.242928,0.209651,
,0.101498,0.196339,0.126456,0.144759,0.113145,0.212978,0.317804,0.264559,
,0.184692,0.201331,0.139767,0.186356,0.241265,0.202995,0.301165,0.219634,
,0.269551,0.126456,0.247920,0.171381,0.209651,0.151414,0.266223,0.399334,
,0.091514,0.146423,0.089850,0.158070,0.266223,0.151414,0.271215,0.256240,
,0.214642,0.173045,0.178037,0.149750,0.158070,0.086522,0.141431,0.242928,
,0.437604,0.196339,0.241265,0.236273,0.118136,0.079867,0.184692,0.272879,
,0.186356,0.178037,0.116473,0.259567,0.118136,0.247920,0.154742,0.262895,


Network Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.438303,0.483025,0.535518,0.397245,0.495243,0.462961,0.451624,0.509586,
B SEM,0.056860,0.047129,0.033707,0.037663,0.044345,0.030208,0.043646,0.034008,
B Replicates,0.334356,0.361363,0.442897,0.255304,0.240353,0.454258,0.258815,0.427946,
,0.207208,0.654357,0.527385,0.275631,0.560825,0.438051,0.367031,0.614655,
,0.403767,0.598448,0.667046,0.225584,0.688971,0.432665,0.583959,0.404137,
,0.383766,0.470134,0.472404,0.486003,0.341108,0.327448,0.847812,0.753623,
,0.545164,0.612562,0.750670,0.484952,0.701385,0.467531,0.485364,0.497539,
,0.993245,0.588604,0.492599,0.440302,0.740994,0.423123,0.445638,0.465393,
,0.364203,0.413255,0.529626,0.473398,0.421049,0.475628,0.407290,0.576453,
,0.461322,0.653104,0.522554,0.441442,0.487737,0.394415,0.375897,0.522240,
,0.461697,0.645536,0.722172,0.598810,0.459121,0.705196,0.326640,0.591483,
,0.470402,0.249313,0.477076,0.447593,0.392195,0.413691,0.392083,0.505781,
,0.349689,0.329984,0.376323,0.464294,0.506268,0.630375,0.510723,0.467747,
,0.284816,0.219640,0.445465,0.173630,0.402913,0.393146,0.418239,0.288030,


Network Burst Percentage
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,96.851036,90.462581,96.578966,86.174644,95.088090,95.683834,88.887426,98.924085,
B SEM,0.650129,1.705002,0.702588,3.151553,1.229912,1.031119,4.985054,0.252447,
B Replicates,95.171537,92.272709,93.902783,91.098426,94.582129,99.147053,93.869732,99.113981,
,91.747954,87.407292,93.098410,95.637069,96.872752,98.756074,99.154902,99.841255,
,97.873562,79.077622,99.252403,60.477256,95.349593,96.225220,95.593447,98.667410,
,97.575891,93.044422,97.831619,87.835032,94.198418,91.157725,34.952700,97.491784,
,98.029613,97.628090,94.132500,92.882992,86.077597,96.410230,91.664020,99.036018,
,94.263825,98.839405,94.754992,78.280755,98.506048,97.749295,99.087292,97.019895,
,95.455198,93.625979,98.307397,96.330870,87.234220,96.981193,88.548232,98.569574,
,98.564856,86.548463,99.137703,94.936448,96.822672,97.461520,94.750227,99.254086,
,97.197340,91.895320,97.296893,73.395158,99.075256,89.242815,93.354518,99.251821,
,98.615604,90.623762,93.754143,93.217825,97.084948,89.763599,90.533581,99.661889,
,99.599134,93.031170,98.244373,81.048339,96.039954,96.209486,92.340185,99.544768,
,98.117923,81.556732,99.234375,88.955553,99.213491,99.101804,92.800275,99.636544,


Network IBI Coefficient of Variation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,1.553204,0.796029,2.012979,0.688337,1.806075,1.749288,0.654323,0.426918,
B SEM,0.295812,0.105736,0.225448,0.073612,0.355962,0.331746,0.223812,0.091107,
B Replicates,0.824935,0.471732,0.355639,0.637721,0.536293,0.354703,0.550130,1.108215,
,0.589646,1.438206,1.522680,0.491760,0.422241,0.613236,0.412600,0.207492,
,1.220586,1.008555,2.056404,1.210139,1.598240,1.427223,0.382303,0.559674,
,3.585763,0.976354,3.210356,0.522161,1.480044,2.138021,0.839393,0.277421,
,1.523496,1.049307,1.781155,0.779121,1.046818,2.144941,0.339405,0.491873,
,1.025522,0.453936,2.147499,0.798866,1.721960,2.967123,0.215648,0.247703,
,1.288024,0.637934,2.933369,0.559581,3.164500,2.781927,0.414986,0.862669,
,2.695735,1.384939,1.607855,0.622832,4.433137,3.699840,0.400391,0.120938,
,2.739394,0.652142,2.333497,0.486857,3.461237,2.685993,0.469609,0.289658,
,2.196113,0.637633,1.387832,1.148002,1.391174,0.694186,3.068584,0.652884,
,0.320057,0.429651,2.854096,0.426848,0.993151,1.245579,0.319152,0.189347,
,0.629178,0.411958,1.965360,0.576152,1.424101,0.238687,0.439674,0.115142,


Network Normalized Duration IQR
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.913086,0.804769,0.622636,0.950213,0.613359,0.553098,0.675387,0.311205,
B SEM,0.187680,0.102208,0.062850,0.161487,0.050359,0.071329,0.102515,0.023652,
B Replicates,0.597015,0.640000,0.436782,2.480000,0.558140,0.541176,0.697674,0.517647,
,1.428571,1.333333,0.388350,1.304348,0.476190,0.433735,0.835821,0.184874,
,1.183099,0.660870,1.126214,0.967742,0.907216,0.346667,0.313043,0.363636,
,0.438356,0.516854,0.453333,0.564706,0.523077,0.349206,0.439306,0.302158,
,0.606061,0.543689,0.791367,0.473118,0.683761,0.389610,0.891089,0.350515,
,1.033113,0.198198,0.666667,0.623377,0.567376,0.491803,0.344828,0.292135,
,0.952381,1.111111,0.527473,0.823529,0.608696,0.579710,0.746988,0.256881,
,0.354430,1.073171,0.549451,0.459770,0.451613,0.603774,0.769231,0.277228,
,0.693333,0.660550,0.867257,0.585859,0.405063,0.780952,1.581395,0.295652,
,0.519481,0.666667,0.578313,1.269841,0.560000,1.220339,0.637681,0.329897,
,0.461538,0.881356,0.666667,0.909091,0.633663,0.552381,0.257426,0.236559,
,2.689655,1.371429,0.419753,0.941176,0.985507,0.347826,0.590164,0.327273,


Area Under Normalized Cross-Correlation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.692205,0.686275,0.692277,0.764793,0.586836,0.718129,0.753095,0.765145,
B SEM,0.032262,0.045725,0.037857,0.037697,0.025964,0.037665,0.058006,0.024256,
B Replicates,0.649910,0.891672,0.438244,0.751161,0.544512,0.800282,0.699105,0.693831,
,0.608972,0.638054,0.546216,0.929385,0.643390,0.686014,0.848695,0.821870,
,0.665596,0.844067,0.797255,0.502585,0.693558,0.491753,0.826500,0.868064,
,0.668643,0.571628,0.781245,0.695474,0.546084,0.450218,0.198549,0.778234,
,0.741210,0.407928,0.607188,0.812391,0.594722,0.812558,0.834225,0.730094,
,0.731840,0.853085,0.668162,0.596401,0.700927,0.774620,0.918942,0.610640,
,0.600979,0.638281,0.842579,0.818337,0.617704,0.751803,0.668507,0.716691,
,0.576940,0.586057,0.730429,0.652461,0.503529,0.910507,0.937909,0.760399,
,0.836356,0.580610,0.871470,0.873355,0.486573,0.770503,0.708776,0.860695,
,0.580359,0.601544,0.560945,0.912072,0.428433,0.759188,0.658508,0.667316,
,0.691649,0.925697,0.735091,0.787591,0.574621,0.731892,0.924062,0.804457,
,0.954009,0.696682,0.728496,0.846303,0.707984,0.678214,0.813358,0.869452,


Resistance - Avg (kOhms)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,39.039380,38.699381,39.471926,37.449144,37.783746,40.447927,37.831665,39.443862,
B SEM,1.195722,1.075250,1.499919,1.298667,1.260426,0.805260,1.478512,1.654072,
B Replicates,34.693424,35.296960,36.118263,33.271264,32.913535,38.475448,36.179521,37.523777,
,33.324929,39.781182,33.320761,42.554406,40.103418,41.971351,40.919209,43.714869,
,41.097733,39.442588,41.681602,28.402581,37.441258,38.742382,39.071549,41.092970,
,44.478808,32.823236,42.293628,37.781313,33.543025,42.802533,38.728804,43.774493,
,42.841159,42.388932,41.334725,38.199883,42.178504,38.548129,43.251057,41.124426,
,43.046954,42.479931,42.520099,31.577556,45.312000,41.867695,42.061579,37.315647,
,34.170234,41.406243,44.726006,35.402461,38.442235,38.623375,40.563983,39.028129,
,39.580602,42.689022,44.010011,40.806680,39.403198,46.106041,40.302681,44.759559,
,43.264621,40.255782,42.732015,43.203702,39.883186,42.418638,37.649743,43.100064,
,37.227788,35.724238,38.141344,40.224028,31.317421,40.968054,38.712618,41.882761,
,40.701665,39.816990,40.016418,39.735523,40.531905,39.367426,32.106224,36.503049,
,34.044647,32.287473,26.768245,38.230331,32.335270,35.484055,24.433018,23.506597,


Number of Covered Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.500000,7.416667,7.916667,7.666667,7.583333,7.833333,7.750000,7.583333,
B SEM,0.150756,0.228908,0.083333,0.142134,0.192996,0.166667,0.179435,0.192996,
B Replicates,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,
,7.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,6.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,7.000000,
,7.000000,6.000000,8.000000,7.000000,7.000000,8.000000,7.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,7.000000,6.000000,6.000000,6.000000,


