Input File,Display Name,File Name
Baseline,B,Div19 H11 5th batch of gRNAs plate 3 basal(000)(000).csv

Plot Selection,One File Per Plot
Plot Display,Raw Values
Error Bars,Standard Error
Well Exclusion Criterion,Mean Firing Rate (Hz),0


Mean Firing Rate (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
,0.810672,0.440652,0.528408,0.597204,0.715437,0.590435,0.359406,0.368756,
,0.888501,0.653797,0.601461,0.502609,0.702470,1.215134,0.244859,0.700875,
,0.929498,0.511920,0.671935,1.400986,1.402491,0.389535,0.421279,1.168954,
,0.386975,0.406288,0.391674,0.796478,0.717238,0.881812,0.428940,3.235651,
,1.255483,0.939001,0.645680,1.154930,0.504584,0.268413,0.495977,0.402468,


IBI Coefficient of Variation - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,3.041547,1.552309,2.203777,0.738894,2.769626,2.635965,0.876840,1.995957,
B SEM,0.457864,0.426503,0.262749,0.084637,0.354705,0.465695,0.200093,0.333991,
B Replicates,2.993049,0.499734,2.215857,0.643454,2.221203,2.115960,0.330814,0.521963,
,0.836861,0.989541,2.928963,0.629160,0.691651,2.968694,1.028334,4.024237,
,3.266604,1.148595,1.036374,0.942667,4.355415,1.666423,2.239922,2.217264,
,4.370231,4.938671,2.069057,0.413358,3.134431,1.434945,1.289517,2.601646,
,4.609432,1.374391,3.492567,0.910632,1.088010,0.736599,0.936361,2.713947,
,5.683540,0.596292,2.911573,0.881739,2.253802,3.917944,0.353782,2.029028,
,1.466130,4.349530,2.315716,0.628931,2.245842,3.657057,0.613105,2.785616,
,3.792012,1.120229,0.776474,1.504482,2.435144,6.387069,2.128908,0.400486,
,4.058174,1.292247,2.972110,0.446551,3.910413,2.223655,0.280039,0.680751,
,3.197418,1.037543,2.611569,0.656611,3.770332,1.476016,0.192096,2.443378,
,1.183057,0.595278,2.394872,0.620185,4.635635,3.930433,0.588609,2.839268,
,1.042050,0.685662,0.720196,0.588963,2.493631,1.116780,0.540596,0.693903,


Burst Percentage - Avg
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,83.769476,80.711654,85.082458,83.538400,85.721439,85.073878,86.256140,89.331409,
B SEM,2.670047,4.005455,3.138258,3.438818,2.775028,3.135720,5.105743,2.667014,
B Replicates,72.520155,92.689745,67.803361,89.396234,80.774583,96.211328,87.909646,85.485681,
,70.492234,90.823715,63.056555,95.716241,96.898335,75.873117,97.405568,98.757055,
,84.478597,92.400657,88.424782,58.450352,83.020329,65.379119,98.724097,97.062105,
,89.467798,61.081747,86.796900,80.893468,81.236729,70.498199,34.915651,92.567896,
,84.682664,62.242738,84.511552,78.589421,92.371124,98.630820,89.059799,69.954036,
,93.525345,96.289117,75.269641,67.509455,86.150356,91.085618,99.089687,87.437131,
,75.339743,82.643608,93.120192,81.114277,95.650197,86.756693,88.469341,86.965563,
,73.152169,89.120232,91.526206,97.357135,88.900456,98.547742,97.305863,98.205545,
,88.961482,74.342479,94.827386,94.685445,82.313113,91.983773,86.389118,92.086016,
,80.968465,63.780964,85.268879,92.800151,61.641067,83.823813,73.167619,74.304069,
,96.032567,95.038565,95.024725,88.122885,84.326367,82.244111,91.855658,92.006507,
,95.612498,68.086276,95.359317,77.825737,95.374617,79.852205,90.781631,97.145299,


Network Burst Frequency (Hz)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.102220,0.144533,0.065075,0.153610,0.070242,0.089513,0.120793,0.085463,
B SEM,0.021227,0.037264,0.019575,0.018140,0.016309,0.018717,0.014861,0.017874,
B Replicates,0.207792,0.212819,0.100545,0.259740,0.051948,0.100545,0.264767,0.217847,
,0.053624,0.058651,0.259740,0.164223,0.013406,0.015082,0.100545,0.152493,
,0.162547,0.115626,0.041894,0.187683,0.072057,0.150817,0.062003,0.107248,
,0.249686,0.206116,0.023460,0.167574,0.023460,0.025136,0.080436,0.065354,
,0.150817,0.165899,0.018433,0.098869,0.041894,0.097193,0.110599,0.050272,
,0.100545,0.072057,0.046921,0.067030,0.157520,0.132384,0.120654,0.023460,
,0.075408,0.514453,0.016757,0.142438,0.038542,0.202765,0.092166,0.048597,
,0.045245,0.068705,0.020109,0.072057,0.204441,0.180980,0.117302,0.147465,
,0.030163,0.060327,0.036866,0.112275,0.038542,0.056975,0.142438,0.008379,
,0.046921,0.068705,0.098869,0.140762,0.065354,0.021785,0.150817,0.077084,
,0.030163,0.077084,0.070381,0.170926,0.088814,0.048597,0.098869,0.031839,
,0.073733,0.113951,0.046921,0.259740,0.046921,0.041894,0.108923,0.095517,


Network Burst Duration - Avg (sec)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.434134,0.652841,0.442393,0.566713,0.463327,0.431147,0.581622,0.527125,
B SEM,0.068594,0.089718,0.032173,0.028405,0.039520,0.068268,0.031255,0.045243,
B Replicates,0.457755,0.449832,0.482957,0.452654,0.688599,0.413593,0.540432,0.510290,
,0.837165,0.962000,0.225496,0.575814,0.371180,0.423360,0.602169,0.248789,
,0.276134,0.629318,0.359040,0.516895,0.451300,0.239169,0.564575,0.585955,
,0.215483,0.233952,0.527709,0.489302,0.463451,0.352709,0.595807,0.736915,
,0.271620,0.478750,0.635695,0.706229,0.648710,0.228131,0.437105,0.391851,
,0.190373,0.967998,0.336011,0.702034,0.240367,0.457566,0.544526,0.461629,
,0.224007,0.185233,0.422768,0.583064,0.402205,0.269501,0.714812,0.379484,
,0.400673,0.983791,0.425493,0.505736,0.539915,0.226013,0.466383,0.559533,
,0.258564,1.132198,0.385269,0.621329,0.482424,0.418339,0.607104,0.630368,
,0.658320,0.777015,0.514822,0.513129,0.287274,1.091846,0.634956,0.784911,
,0.606849,0.586887,0.567259,0.703786,0.392075,0.468863,0.814249,0.412429,
,0.812669,0.447116,0.426200,0.430586,0.592429,0.584675,0.457344,0.623349,


Network Burst Percentage
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,97.327754,92.114056,96.443101,86.233341,96.710048,94.858064,89.421063,96.658250,
B SEM,1.165399,2.057230,1.262462,2.940183,0.871885,2.548741,6.784752,1.391281,
B Replicates,98.244010,93.384090,98.505318,96.264113,95.593067,99.857866,99.615614,98.955740,
,85.729477,97.026694,95.921928,97.191354,99.365079,71.182690,99.628288,99.902671,
,99.790871,90.927993,99.625692,80.299905,99.750416,95.051073,99.714732,99.486629,
,99.456749,81.478329,96.648649,91.980391,99.589940,99.538639,17.270982,99.367650,
,98.863636,99.565660,86.271568,86.993139,91.735321,99.909293,99.364241,89.060510,
,98.653355,96.486794,98.563880,62.018887,98.188793,99.327213,99.552510,87.637484,
,98.651988,95.137795,99.601461,92.079698,98.602420,99.699743,84.920846,99.570983,
,99.734982,96.946565,99.966611,98.090295,99.509875,99.569290,98.780379,98.709175,
,97.102775,97.213270,89.020514,80.622057,96.973094,83.266972,99.497143,89.480874,
,93.442433,78.304805,99.036290,87.493895,91.247772,94.453125,99.699294,99.500302,
,99.141696,95.785705,95.912598,80.600032,95.356476,99.159159,91.550882,99.793032,
,99.121074,83.110969,98.242698,81.166322,94.608325,97.281703,83.457844,98.433955,


Network IBI Coefficient of Variation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,2.868948,1.406274,2.101230,0.572619,2.653182,2.501465,0.815066,1.758479,
B SEM,0.444998,0.392131,0.245647,0.082190,0.322586,0.428331,0.211645,0.309256,
B Replicates,2.662803,0.432999,2.120665,0.481820,2.279916,1.954952,0.229370,0.486547,
,0.736764,0.866726,2.938849,0.499641,0.615127,2.767854,0.969961,3.715926,
,2.994534,1.137489,1.035811,0.633053,4.085865,1.829615,2.222045,2.172498,
,4.616781,3.768496,2.042468,0.341247,3.051857,1.435727,1.364279,1.970953,
,4.303603,1.241944,2.997570,0.635101,1.038397,0.683031,0.939949,2.503246,
,5.420613,0.428037,2.703018,0.702209,2.284734,3.239135,0.290177,1.891643,
,1.654164,4.676244,2.153612,0.421462,2.249401,3.701387,0.461248,2.457545,
,3.231047,1.067130,0.676250,1.404703,2.345322,6.087382,2.120260,0.361170,
,3.976816,1.095390,2.983134,0.348770,3.544230,2.149265,0.270363,0.303684,
,2.838480,0.983798,2.441613,0.470554,3.718321,1.331483,0.095791,1.934501,
,1.166963,0.555171,2.411831,0.435320,4.158856,3.560123,0.421000,2.594031,
,0.824805,0.621866,0.709935,0.497545,2.466159,1.277630,0.396355,0.710002,


Network Normalized Duration IQR
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.673502,0.602737,0.586745,0.793267,0.630602,0.592312,0.336693,0.688310,
B SEM,0.078556,0.112321,0.088082,0.074628,0.109182,0.060350,0.062765,0.195287,
B Replicates,1.396825,1.561644,0.804124,1.037037,0.554745,0.746988,0.238532,0.444444,
,0.605714,0.167598,1.360000,1.042735,0.436364,0.650602,0.222222,1.179487,
,0.603774,0.362205,0.507463,1.052632,0.358209,0.765957,0.324786,0.419048,
,0.606061,0.604651,0.149533,0.686869,0.240964,0.405797,0.571429,0.763359,
,0.653061,0.927835,0.368932,0.807947,0.738255,0.666667,0.329412,2.324324,
,0.640000,0.422111,0.459016,0.601504,0.878049,0.666667,0.356436,0.559140,
,0.553191,0.580645,0.613333,0.990991,0.543210,0.883721,0.306569,0.273973,
,0.597403,0.285714,0.823529,0.485437,0.527473,0.645161,0.231579,0.324324,
,0.962963,0.469484,0.597015,0.235294,0.956522,0.691358,0.117647,0.073394,
,0.568421,0.362416,0.408602,0.917431,1.581395,0.217143,0.188976,0.206452,
,0.276423,0.476190,0.429907,0.699301,0.567164,0.545455,0.226415,1.552239,
,0.618182,1.012346,0.519481,0.962025,0.184874,0.222222,0.926316,0.139535,


Area Under Normalized Cross-Correlation
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,0.675450,0.661283,0.702786,0.680849,0.647596,0.730771,0.694474,0.754656,
B SEM,0.029853,0.033893,0.036264,0.039156,0.028957,0.040418,0.060743,0.025414,
B Replicates,0.564596,0.812357,0.467879,0.723897,0.597967,0.857463,0.712764,0.793395,
,0.538221,0.632889,0.474731,0.868383,0.653985,0.734522,0.745942,0.852969,
,0.708757,0.847044,0.779692,0.365243,0.684493,0.518174,0.823308,0.827990,
,0.662096,0.507875,0.710459,0.666434,0.637003,0.444246,0.098726,0.770663,
,0.784876,0.551024,0.715531,0.688647,0.712423,0.833468,0.838136,0.583020,
,0.838293,0.667934,0.706444,0.523323,0.736860,0.786271,0.795330,0.723973,
,0.570017,0.653569,0.765252,0.624401,0.820111,0.775888,0.589037,0.683062,
,0.576823,0.544179,0.763736,0.671498,0.588088,0.955692,0.887136,0.811354,
,0.740985,0.588165,0.905262,0.811893,0.563148,0.771842,0.723620,0.784516,
,0.601075,0.618898,0.638222,0.818486,0.420659,0.700597,0.565462,0.604276,
,0.729589,0.853220,0.787791,0.693703,0.697275,0.673784,0.811308,0.812114,
,0.790077,0.658246,0.718436,0.714282,0.659137,0.717309,0.742924,0.808546,


Resistance - Avg (kOhms)
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,39.205991,39.564340,40.274925,36.657053,37.717294,39.792737,37.852146,39.618796,
B SEM,1.553749,0.978142,1.584434,1.294545,1.257150,0.749932,1.616829,1.791895,
B Replicates,33.476738,37.812330,35.598179,33.673584,34.658501,41.329210,41.019269,39.776375,
,33.418828,39.430738,35.510174,41.228039,37.857489,36.577986,36.410144,44.667715,
,41.038101,41.030782,44.053719,29.242984,36.764472,37.725228,43.401537,42.069588,
,43.472984,32.999458,39.468425,36.923294,35.752026,38.654070,34.518794,39.964444,
,47.538973,42.077481,45.565725,41.703987,40.245278,38.820442,44.121214,36.439179,
,39.482066,42.956837,42.610809,28.311550,44.851914,41.178726,42.572600,39.879462,
,34.045496,44.406685,45.015815,35.080768,38.868769,39.780143,38.326482,43.233350,
,40.065340,39.353362,44.432123,40.286747,42.591995,45.976959,41.276958,45.274929,
,43.725528,41.978152,43.011348,40.384058,37.881986,42.426753,37.075326,44.929934,
,42.114572,38.057393,39.132651,37.528403,31.754123,38.100975,38.749388,39.992959,
,42.567870,40.383772,42.260784,39.823826,41.533678,39.355962,32.651721,36.940876,
,29.525391,34.285095,26.639351,35.697401,29.847300,37.586393,24.102314,22.256746,


Number of Covered Electrodes
,GPR37L 1,GPR37L 2,LGI2 A12,SLITRK5,THSD7 1,THSD7 2,unt1,unt2,
B Mean,7.750000,7.833333,7.666667,7.500000,7.666667,7.833333,7.750000,7.583333,
B SEM,0.130558,0.112367,0.142134,0.230283,0.142134,0.112367,0.179435,0.192996,
B Replicates,7.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,7.000000,
,7.000000,8.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,
,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,
,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,
,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,
,8.000000,8.000000,7.000000,8.000000,7.000000,8.000000,6.000000,6.000000,


