,,GPR37L_1,GPR37L_1,GPR37L_2,GPR37L_2,LGI2_A12,LGI2_A12,SLITRK5,SLITRK5,THSD7_1,THSD7_1,THSD7_2,THSD7_2
Number of Bursting Electrodes,C(Gene):C(Chemical_Type),0.21428571428568619,0.9303314438940475,0.028938097634623787,0.9983754730201811,0.21428571428568619,0.9303314438940475,0.3446109231512721,0.8476135641874165,1.002743902439022,0.40686867618643136,0.013998782714547407,0.9996120871747213
Burst Duration - Avg (sec),C(Gene),0.288177234831384,0.5919098680952171,0.05328964025540703,0.8176400517180773,2.7844928431306406,0.09654148380057949,50.620827941163824,1.4102110310575766e-11,6.649358945828415,0.010542472146249255,3.7165699585314993,0.05510631543562324
Burst Duration - Avg (sec),C(Chemical_Type),2.925290821442161,0.0218290987180787,0.41015066523735183,0.8012483991115507,5.501086106871593,0.0003018600919198012,0.10192701631824631,0.9817239256689775,3.365547323642067,0.010614240134566027,2.901945576763073,0.022674058779815102
Burst Duration - Avg (sec),C(Gene):C(Chemical_Type),0.2673412609331722,0.8987651571325526,0.89703908658669,0.46643450248589535,0.8083580667732452,0.5209300510878138,2.9922684619638256,0.0195725030328889,0.11602284415877252,0.9767590451204127,0.18608206189815438,0.9454924620320294
Burst Duration - Std (sec),C(Gene),0.35315623583869055,0.5529159606371539,4.014239720782638,0.046290770952719724,0.18173022991196916,0.6702892056936804,22.486909564752825,3.711812565607783e-06,0.15253525143595464,0.6964857531174414,1.1903390280885033,0.2764028060315655
Burst Duration - Std (sec),C(Chemical_Type),0.5651065396228208,0.688217517653354,1.0986973791010428,0.3579730188836372,0.5719436188623448,0.6832572782961643,1.721197303478937,0.14610005959417238,0.7827766810706434,0.5373809614016761,0.3126654717026689,0.8693509302470477
Burst Duration - Std (sec),C(Gene):C(Chemical_Type),0.22802447006869805,0.9225087329460242,0.24001606090499056,0.9154693707869017,0.3553694563876513,0.8401444955329145,0.376987080074044,0.8249495801668689,0.12371923516721631,0.9738418161415172,0.1594782174055011,0.9585407849303162
Burst Duration (Median) - Avg (sec),C(Gene),5.209078799280117,0.023383316530889625,10.284792512366087,0.0015320161491263293,1.9033128775150994,0.1690477565551816,29.926470712211966,1.1682379611578708e-07,2.837233538109781,0.09345914142760485,6.191530218642008,0.013545593561661603
Burst Duration (Median) - Avg (sec),C(Chemical_Type),3.0500067111919043,0.017812094045878968,1.5657195363556116,0.18429199245236202,7.920148230337881,5.35575529782775e-06,0.3014198285830074,0.8768218192828007,5.082532873653772,0.0006084041515415721,3.882607930074071,0.004511348884076233
Burst Duration (Median) - Avg (sec),C(Gene):C(Chemical_Type),0.15028654369994718,0.9627335283046323,0.6880985086143955,0.6008567383457251,0.8622224075558478,0.4873494795724913,2.522549927097173,0.041834888983278445,0.058834249417553476,0.9935497514675911,0.2794771456266969,0.8910802512706306
Burst Duration (Median) - Std (sec),C(Gene),0.003373118158015445,0.9537364855270931,3.289298347817634,0.07103608212784775,0.15962182103896846,0.6898756874441055,20.209461533565506,1.1004415230637992e-05,0.20753807607594904,0.649133703288492,0.05553601430864036,0.8139055911963802
Burst Duration (Median) - Std (sec),C(Chemical_Type),0.5923648643535071,0.668498202223494,1.0458001939510027,0.3843211045468674,0.38976140367973916,0.8158692722024896,1.1458903947433137,0.3357085535215372,0.5184327359489455,0.7222629203139045,0.20916792836019993,0.9331753335950905
Burst Duration (Median) - Std (sec),C(Gene):C(Chemical_Type),0.22767328512282003,0.9227119929328811,0.27972600857574803,0.8909210903992757,0.4518167643254872,0.7710168274149598,0.325605868584929,0.8606316956382875,0.10368644026095189,0.9811317622992363,0.16777191900142654,0.9546143048748331
Number of Spikes per Burst - Avg,C(Gene),19.702754085920677,1.4042328247810394e-05,0.1905669583546537,0.6628546774502211,0.3329913286649286,0.5644673524408406,21.704631911187956,5.3828095026368725e-06,27.596270758704446,3.403213611998584e-07,30.948181010722042,7.33792004271299e-08
Number of Spikes per Burst - Avg,C(Chemical_Type),1.3378598094016927,0.25665880606797614,0.24019671440991316,0.915361889901077,2.3292654148840395,0.05692275144557038,0.04421665365584015,0.9962844937543094,1.5697107336420353,0.18320717007912596,1.4565296963821288,0.21631514896018025
Number of Spikes per Burst - Avg,C(Gene):C(Chemical_Type),0.09467375157586172,0.9840794094783234,0.1318750995809228,0.9705986459615172,0.4716638470131381,0.7565132998544959,0.5745633432494516,0.6813590454742027,0.15253204424790262,0.9617250652076843,0.17736934776304392,0.9499084528839111
Number of Spikes per Burst - Std,C(Gene),0.4894741049932799,0.4848689619147162,0.005012908495246436,0.9436169463670973,2.9385477876574826,0.08783559723337137,13.474475700939374,0.00030066529868215354,2.115140361633959,0.1472119593013284,0.08103247901375771,0.7761592098321454
Number of Spikes per Burst - Std,C(Chemical_Type),0.2974543555429991,0.8794309369160165,0.848785232254399,0.495589201423428,0.3308599501119509,0.857056811386465,0.5615126123145926,0.6908282636925491,0.14486759367341917,0.9651240667427687,0.2307694941733376,0.9209141815460318
Number of Spikes per Burst - Std,C(Gene):C(Chemical_Type),0.6595284919213688,0.6207295234924024,0.1142435073730156,0.9774131330399571,0.874675329318656,0.4797963297968044,0.09217176586169164,0.9848593526881579,0.08491663510114623,0.9870240635038897,0.42508969649020045,0.7904542966611463
Number of Spikes per Burst (Median) - Avg,C(Gene),23.181222390431756,2.6724246881416576e-06,5.4150180807402775,0.02083362264582739,0.08255038372176694,0.7741291972990727,13.459782052129464,0.0003028970080963169,21.0352197008631,7.408252381469354e-06,26.462605441017132,5.751139104442181e-07
Number of Spikes per Burst (Median) - Avg,C(Chemical_Type),1.5237951604413789,0.19604400274229325,0.5527450580637039,0.6972063125297621,4.13261382420186,0.0029761439202275306,0.10474637365755131,0.9807711654227307,2.824515247881755,0.025712215058349537,1.9437197157259694,0.10405223087535953
Number of Spikes per Burst (Median) - Avg,C(Gene):C(Chemical_Type),0.02974814925967274,0.9982851260009213,0.11750371892498726,0.9762087887719385,0.7364865682635837,0.5679285550818062,0.7409583801160283,0.5649353459516828,0.1807420767252679,0.9482148905097094,0.17868145879573688,0.9492520128960117
Number of Spikes per Burst (Median) - Std,C(Gene),0.618878910957332,0.4322740155322531,4.781820923180454,0.029769889999463072,1.7318796556305314,0.18948113509934691,9.291903385387718,0.0025709517539375935,1.2745836284178793,0.2600847025414524,0.08354810155201274,0.7728058588748568
Number of Spikes per Burst (Median) - Std,C(Chemical_Type),0.39910886232139,0.809184149658799,0.8698771557703964,0.48269709206333833,1.263296135118859,0.28523924376182974,0.20759083174812226,0.9340437371010691,0.30495796793109736,0.8744825312233133,0.2971394670122488,0.8796375341294167
Number of Spikes per Burst (Median) - Std,C(Gene):C(Chemical_Type),0.6576004315916707,0.6220812112844873,0.07826690340330755,0.9888783761957193,1.370744954233054,0.24486530869366013,0.23201413658417414,0.920187836581364,0.18563384775521755,0.9457228766013517,0.6383726892541866,0.6356293709593142
Mean ISI within Burst - Avg (sec),C(Gene),8.448457035318455,0.004010563924079596,0.36611954857626344,0.5457236030424069,1.0894975468982098,0.2976783860797386,0.16410542227802657,0.6857810697882862,8.721368192360003,0.0034713006328379245,10.647275867962048,0.0012699737971983616
Mean ISI within Burst - Avg (sec),C(Chemical_Type),0.1766740070182663,0.9502550710078005,0.017220689144259997,0.9994155303758201,0.5991018461418457,0.6636498162278538,0.06766759974639577,0.9915679333046845,0.08214663913984928,0.9878118003864739,0.3945576283583291,0.8124431179673646
Mean ISI within Burst - Avg (sec),C(Gene):C(Chemical_Type),0.12261961319713446,0.9742672558793679,0.2336143703044697,0.9192509411159204,0.07392866801438269,0.9900193764461898,0.3794754794417606,0.8231861819299562,0.08136886037015784,0.9880290740406331,0.07614803258038748,0.989442530512226
Mean ISI within Burst - Std (sec),C(Gene),14.328788245798053,0.00019588684981641173,13.015691693904142,0.00037892034179450913,6.127929680683554,0.014028022123923825,2.2908309354806167,0.13151314846194884,6.951109839830738,0.0089473493858103,9.143843549058497,0.0027787198113550507
Mean ISI within Burst - Std (sec),C(Chemical_Type),0.09142347880434205,0.9850893183530975,0.03066448190638033,0.9981801033646338,0.1738021652312273,0.9516773500627868,0.09376118381174112,0.9843658435989774,0.22136665134063976,0.9263331046599289,0.5175336225974682,0.7229209728505874
Mean ISI within Burst - Std (sec),C(Gene):C(Chemical_Type),0.5413558551373304,0.7055085022768139,0.23320882245933508,0.9194887004189507,0.026078854439032437,0.9986755365566177,0.2799600452631654,0.8907713556683188,0.34379031666207405,0.8481804624133771,0.2911064621408317,0.8835786930993433
Median ISI within Burst - Avg (sec),C(Gene),0.3674857379567269,0.5449757777282365,0.021641620079864973,0.8831733490384212,0.05682533419092231,0.8117981201548282,6.928719204410666,0.009056664473863982,1.9478319784772544,0.16416654722568239,4.734996115202444,0.030573452606445485
Median ISI within Burst - Avg (sec),C(Chemical_Type),0.6482213990087521,0.6286745586513346,0.4068108723525964,0.8036528388950882,0.21493520397612043,0.9299677415865525,0.24826004638740307,0.9105229541993934,0.39806362710643645,0.8099332550909164,0.22117965563554798,0.9264396213874029
Median ISI within Burst - Avg (sec),C(Gene):C(Chemical_Type),0.10539708684662696,0.9805483584625716,0.21224000217133443,0.931472923334845,0.05670159927267171,0.9939917262385357,0.1628258224635034,0.956971955159982,0.06093876216202376,0.9930995553865383,0.11585580609761426,0.9768207777107676
Median ISI within Burst - Std (sec),C(Gene),0.21408547841531295,0.6440213651789584,4.582617491231003,0.033349930632453735,1.5649413987286087,0.21221418247128884,2.447688588077756,0.11907288958202447,0.4119202100329158,0.521635610741606,2.6217455127691127,0.10677879794921831
Median ISI within Burst - Std (sec),C(Chemical_Type),0.6317797951087019,0.6403022371101341,0.09768594578996706,0.9831181108677641,0.27758309458934954,0.8922895731101311,0.24738374768056381,0.9110527194493423,0.22036179365066602,0.9269049085751586,0.3956432524595612,0.811666418766422
Median ISI within Burst - Std (sec),C(Gene):C(Chemical_Type),0.16527027601470434,0.9558126206543704,0.2934262517951458,0.882067129153256,0.051317377190004225,0.9950428899410457,0.09007494987535418,0.9854998915061626,0.17386406429908485,0.9516468533473814,0.37648184397905826,0.8253072789028414
Median/Mean ISI within Burst - Avg,C(Gene),6.611144873326862,0.010764472871256318,0.0008641542668908303,0.9765738550985908,5.762014961765819,0.017172187387554293,104.39711184299345,1.896143738685369e-20,4.840532234855621,0.028793540062454364,1.4171511084730368,0.23510011418053567
Median/Mean ISI within Burst - Avg,C(Chemical_Type),6.900029554607739,2.9137803438215896e-05,2.94408688879752,0.021171279183868515,9.517368403405811,3.8823252504041335e-07,1.2518339033329173,0.289866208307673,5.914140015012504,0.0001511883001600929,5.575630237423569,0.0002664390085496407
Median/Mean ISI within Burst - Avg,C(Gene):C(Chemical_Type),0.05238107334671024,0.9948426363866014,0.3252677771586147,0.8608610700167667,0.13052496147407602,0.9711460684918469,2.618163395204575,0.035883642793937756,0.008227360621782786,0.9998649583080179,0.2285419357850191,0.9222089255671553
Median/Mean ISI within Burst - Std,C(Gene),2.0381641014908363,0.15475100768956435,5.064186418383732,0.02537103531964259,1.6590150769141767,0.19903069781733737,2.4728248249724327,0.11720417346676475,0.10881886315442774,0.7417931166348788,1.780174334357352,0.18344742020037796
Median/Mean ISI within Burst - Std,C(Chemical_Type),0.5567088123919977,0.6943213152286034,0.49280216163831914,0.7410342898607785,0.07973748367167072,0.9884791856393246,0.3425588142517437,0.8490304450923379,0.21800056825300035,0.9282428538169458,0.26145861041794694,0.9024340431035771
Median/Mean ISI within Burst - Std,C(Gene):C(Chemical_Type),0.19442747966658636,0.9411400248706886,0.3965909042088044,0.8109880810318357,0.4755606153838118,0.7536614150275167,0.158919747701622,0.9588003647928673,0.21661573119592956,0.9290238019574119,0.551651233563951,0.6980028683660242
Inter-Burst Interval - Avg (sec),C(Gene),0.33758775030827126,0.5617938500167955,3.6153358880369932,0.05849900753269681,0.10452588800127684,0.7467582978981636,0.7013235907457755,0.40320865607443623,0.6787854765429064,0.4108587669218039,2.4267764857492704,0.12065286008612892
Inter-Burst Interval - Avg (sec),C(Chemical_Type),1.1024535435600789,0.3561583289277497,1.032182237830606,0.39134519336139606,1.0644212221177938,0.3748766081471755,0.18237555546574277,0.947387405245915,1.3228510789162078,0.26220380450896125,1.0344768746483601,0.39015468343504944
Inter-Burst Interval - Avg (sec),C(Gene):C(Chemical_Type),0.7378700099085402,0.5670016113914373,1.376456005789654,0.24286625090027383,1.5385722880717319,0.19182658949628298,0.43076268835670745,0.7863405067748294,1.6320192555319375,0.16700828687406935,1.5227863968677011,0.19633493382477973
Inter-Burst Interval - Std (sec),C(Gene),0.17534240778399268,0.6757976003611172,2.3597119386085583,0.12587966497689398,1.0157239916393297,0.3145945358214809,2.3255341881264826,0.12864037890393687,6.926470706198402,0.009067717909695003,3.676052409754425,0.05643825763090439
Inter-Burst Interval - Std (sec),C(Chemical_Type),1.567265226253816,0.18387117817583495,1.0512425823411384,0.3815416415000191,1.1255832213162411,0.34514676350650597,0.5774920459906832,0.6792385446457583,1.4771792656142273,0.20990107048803971,1.1390089210491379,0.33888294737389635
Inter-Burst Interval - Std (sec),C(Gene):C(Chemical_Type),0.6651886884645569,0.6167688743667743,0.9864003495902287,0.4156876745888588,0.9926409928760382,0.4123032962490094,0.9592687027539902,0.4306444120001698,0.46757560220713085,0.7595040973998484,1.0903963989065075,0.3620097493945909
Inter-Burst Interval (Median) - Avg (sec),C(Gene),0.39162867810137086,0.5320650368323513,5.68750331023523,0.01789759682263246,0.01576055531866245,0.9002048933667319,2.2208585574818227,0.13752739875320508,0.019317939693896363,0.8895804688450586,2.4055614915236134,0.12227962581631487
Inter-Burst Interval (Median) - Avg (sec),C(Chemical_Type),0.7760015976698469,0.5417902864098967,0.6676508873389142,0.6150495185077598,0.8583287163964144,0.4897275725407333,0.13159038512130003,0.9707144290038848,0.8817188903944362,0.4755597791399204,1.0269614022634184,0.394064380550015
Inter-Burst Interval (Median) - Avg (sec),C(Gene):C(Chemical_Type),0.7197090280858598,0.5792357291419281,1.1486098597504433,0.3344608133388999,1.3682437101706737,0.24574536137408076,0.25717028119386875,0.9050843214070994,1.3916527125345872,0.23761655966433806,1.5898967188085196,0.17780891251310693
Inter-Burst Interval (Median) - Std (sec),C(Gene),2.9272152898999457,0.08844587185315353,0.25327189249145343,0.615262216541783,0.0009155903437012816,0.9758869554237218,3.9926152633193235,0.04687767833109454,1.1771705768155198,0.27906868864519185,9.24919220612592,0.0026292014990120125
Inter-Burst Interval (Median) - Std (sec),C(Chemical_Type),2.472018810069648,0.04535611145557045,3.5543143112061992,0.0077735256134059075,1.6471285959718924,0.16328271939666034,0.49390615872674287,0.7402255069716628,1.5774532287327139,0.1811192537131373,0.8902436493845318,0.47046694288579405
Inter-Burst Interval (Median) - Std (sec),C(Gene):C(Chemical_Type),0.33829712396202644,0.8519645612791626,0.18870175092381697,0.9441388614631111,0.30525095622521214,0.8742883476397951,0.46177262255243245,0.7637467461417067,0.42514605253581517,0.790413466840004,0.8323136181104753,0.5058151508385722
Burst Frequency - Avg (Hz),C(Gene),1.0624423939093215,0.3037414678396198,21.78810346519798,5.173095841340073e-06,4.266995616332437,0.03998006303939664,0.0008838979597898637,0.9763078312916839,1.6958240540783336,0.19413755676216643,2.7300888096616687,0.09983826932932277
Burst Frequency - Avg (Hz),C(Chemical_Type),1.0761172954232663,0.36903870322998317,1.6560384461397066,0.16112166741636058,1.4948783186221517,0.2045395120784094,0.3970056342419974,0.8106911120200642,1.1190560650414159,0.3482258933065543,0.9427947262304094,0.43991837536036593
Burst Frequency - Avg (Hz),C(Gene):C(Chemical_Type),0.6437315967616961,0.6318412075363469,1.2479488620392485,0.29144891028920633,1.3381265449349304,0.25656118937063277,0.3901066365085339,0.815622949872778,0.9850595405004838,0.4164175401238088,0.7949862488171414,0.5294898562903735
Burst Frequency - Std (Hz),C(Gene),10.78503923232126,0.0011828053835808007,27.507515865888088,3.5455358511977304e-07,4.118004393637255,0.04358095966408894,10.885608705938496,0.001123044295926051,12.691338527841673,0.000446489120960367,15.75871930315663,9.622338379659204e-05
Burst Frequency - Std (Hz),C(Chemical_Type),0.5687018775150852,0.6856080497164834,0.2263076315962227,0.9235008029206129,0.25208254012299675,0.9082012565617589,0.14889458547521145,0.9633534387882872,0.171948598273163,0.9525873062394338,0.05680806257693549,0.993970004544849
Burst Frequency - Std (Hz),C(Gene):C(Chemical_Type),1.6381925251333516,0.16547680864283174,0.598031903890938,0.6644190827334894,0.37720280391097494,0.8247968164998392,0.5332342695979043,0.7114387043343708,0.7320740102719829,0.5708906598519177,0.6392503027875915,0.6350083668312183
Normalized Duration IQR - Avg,C(Gene),10.514902533594721,0.0013599084144142561,12.100477555900857,0.0006027672365183463,0.002585454036126778,0.9594912826090359,13.579370939744654,0.00028521147755137345,0.13927501708248763,0.7093465329236105,5.840813539616442,0.01643820801659615
Normalized Duration IQR - Avg,C(Chemical_Type),0.2293313893585256,0.9217508327715771,0.1923817601174262,0.9422177497987323,1.0847481838070903,0.36477722467961965,0.6723041637311884,0.6118060815120545,0.7076472210730902,0.5874380908541257,0.05750857250216263,0.9938261817073915
Normalized Duration IQR - Avg,C(Gene):C(Chemical_Type),0.1662210974688807,0.9553585712609205,0.12105776255615357,0.9748666179469413,0.597796055350699,0.66458869090731,0.07064795595463,0.990845424877968,0.2053727808608059,0.9352586131853329,0.17153440041887552,0.9527897769904872
Normalized Duration IQR - Std,C(Gene),17.75119132050525,3.6167549192143444e-05,8.109337049664033,0.004802378073583603,0.18455253299987168,0.6678918834691199,1.0443965016690042,0.3078748618358595,0.9353785041034332,0.3344850759473238,9.484340588096412,0.002324432876524137
Normalized Duration IQR - Std,C(Chemical_Type),0.5942108200855474,0.6671686431833528,1.649486967036491,0.16270813126218875,0.9347061767014057,0.4445248717324025,1.286939149317004,0.2758942378151053,2.0669385875804758,0.08596728646533064,1.0642523639694856,0.37496142286341794
Normalized Duration IQR - Std,C(Gene):C(Chemical_Type),0.16068252023622778,0.9579789254418858,0.5170633316644567,0.723265194338861,0.8835834041921004,0.47444264175638484,0.34734372228896804,0.8457227353278214,0.4662266728037612,0.7604906088913188,0.13555589970476342,0.9690853942172651
IBI Coefficient of Variation - Avg,C(Gene),0.4270384611316876,0.514098473827163,0.5659970073945463,0.45262324622034444,0.5621529219052112,0.45416031853296757,1.3682372792302278,0.2433256888795641,0.9433996503867652,0.3324254033121824,0.01980997581511794,0.888192279246368
IBI Coefficient of Variation - Avg,C(Chemical_Type),1.3301910923187,0.25947916174003305,2.122993717393452,0.07876709196248367,4.762741303209662,0.001039060201554231,1.2614480625596578,0.2859809708042155,3.0141320042772204,0.01888667109017409,3.3836584599860045,0.01030226988566315
IBI Coefficient of Variation - Avg,C(Gene):C(Chemical_Type),0.6167863263843865,0.6509778241246879,0.6933970436472678,0.5972048151898867,2.377771401073238,0.05270509578595549,0.28291641927426625,0.8888752517092106,0.967829662856571,0.42588242186882497,1.2567030570942324,0.28789292348346307
IBI Coefficient of Variation - Std,C(Gene),7.256871059589764,0.007583578043374456,13.064525660210327,0.000369688406594395,0.5099241706875083,0.4758957317964415,0.02410231626250452,0.8767610170692554,6.046638399235834,0.014670696979332026,9.716940808678304,0.002058428655301039
IBI Coefficient of Variation - Std,C(Chemical_Type),1.0413010743335007,0.3866307709085712,2.401645996390477,0.05074148997923344,3.7429951002861066,0.005687826203593859,1.9439462723067737,0.10401589820041196,2.050863267404183,0.08814500308114835,2.909808293768759,0.022385957670680606
IBI Coefficient of Variation - Std,C(Gene):C(Chemical_Type),0.6151721973401948,0.6521309631300267,0.759299656048203,0.552751642252455,0.3831594718505642,0.8205706013924087,0.17694890967652882,0.9501181399948022,0.7298191302814415,0.572407593114379,0.46145918917911266,0.763975805089767
Burst Percentage - Avg,C(Gene),1.9630565279429124,0.1625346234783131,10.509275158767325,0.0013638725768147341,0.33541153346770153,0.5630565918160471,11.839125917833655,0.0006886902722319105,18.11744098453547,3.0256619956121446e-05,14.70707693631328,0.00016218432004651027
Burst Percentage - Avg,C(Chemical_Type),0.2556552900417856,0.9060156061661937,0.058554882673421155,0.9936084667317674,0.6942192808401345,0.5966390822866039,0.0921958212479457,0.9848519346350769,0.7586103109890425,0.553206814616212,0.024034798931599696,0.9988719129003216
Burst Percentage - Avg,C(Gene):C(Chemical_Type),0.15501257491531514,0.9605990766387755,0.058017751901905334,0.9937206647578677,0.18784254906780662,0.9445841052349677,0.22412627316215855,0.9247554244868272,0.4430641779580605,0.7773967386889257,0.01618352243711032,0.999483088542517
Burst Percentage - Std,C(Gene),1.7869833579965355,0.1826149002098723,17.98393270108112,3.228862084566674e-05,1.593437486717505,0.20811414067701206,16.94696910410689,5.359829387982535e-05,24.61865807241707,1.359024949473175e-06,11.955112230808913,0.0006491162175726173
