,,GPR37L_1,GPR37L_1,GPR37L_2,GPR37L_2,LGI2_A12,LGI2_A12,SLITRK5,SLITRK5,THSD7_1,THSD7_1,THSD7_2,THSD7_2
Burst Percentage - Avg,C(Chemical_Type),1.5838418754325918,0.1934823455490293,1.4626951968278898,0.22495274836725201,1.086488234142762,0.35517104698269975,3.0353823958822357,0.029596342557571362,3.3449876906838205,0.01964246340666942,2.530221422493341,0.05748342659613061
Burst Percentage - Avg,C(Gene):C(Chemical_Type),0.05117431671011682,0.9846850188401471,0.010173078535138836,0.9985912802389194,0.15859750893495292,0.9240803093634715,0.13240697926187672,0.9407281128093555,0.24396577307122339,0.8655945456055085,0.16031024829471652,0.9229638006452863
Network Burst Frequency (Hz),C(Gene),3.2197458040977596,0.07383358928704307,2.71686798847754,0.10041425349645448,0.46750959262094993,0.49470874302137646,30.302560792991724,8.357470435576898e-08,1.2805588113388624,0.2587633922343928,0.956111555687811,0.32901257171271514
Network Burst Frequency (Hz),C(Chemical_Type),32.69673649045768,3.77389826142433e-18,19.710664960921452,1.273566418327542e-11,41.60726725294678,3.2495602927055286e-22,31.968626938740936,8.424399225301674e-18,41.80427184357662,2.353848941778562e-22,34.80860258597705,3.768069970648997e-19
Network Burst Frequency (Hz),C(Gene):C(Chemical_Type),0.3325476703369022,0.8018217770005526,0.735753459183445,0.5314514886010933,0.645356412955522,0.5864711764819892,0.3596675530743743,0.7821824153814573,1.0463804920723951,0.37242085337923386,0.27960765852915864,0.8401028713077278
Network Burst Duration - Avg (sec),C(Gene),0.09313561269132103,0.7604548264476575,2.983191301347714,0.08523601552368565,2.17716851377519,0.14121183025532622,8.75551723161406,0.003350440481122638,0.21944294898710653,0.6398291589314542,0.002351382985217206,0.961359458339666
Network Burst Duration - Avg (sec),C(Chemical_Type),2.736357705511638,0.043882316470172975,3.544979868250452,0.015058917678826764,2.6331816256597627,0.05027106266970205,5.767173201859307,0.0007704072335702057,3.0593810137374056,0.02867267014060842,4.9057581089662925,0.00244357732275582
Network Burst Duration - Avg (sec),C(Gene):C(Chemical_Type),0.16368345632444922,0.9207559192846276,0.3216004800754665,0.8097539462070271,0.2813294458702446,0.8388624613265258,1.948364957924623,0.12200963037967845,0.09839813156250138,0.9608604290627065,0.6324258498218599,0.5946432648036697
Network Burst Percentage,C(Gene),1.0109418653737885,0.3155454071077075,7.163673760595554,0.007878114316119197,3.491174961855773,0.06275610995778284,39.87220666202073,1.06004282987493e-09,2.217984344987406,0.13753653170935493,5.933525572276553,0.015479349897322095
Network Burst Percentage,C(Chemical_Type),5.58619947047816,0.0009817974036417396,5.291585613725476,0.001457078249501674,6.68029855851806,0.00022797222989862534,7.8923563049858,4.510973333358083e-05,6.792469944876519,0.00019540123047168305,6.8324348591917,0.0001852430724409935
Network Burst Percentage,C(Gene):C(Chemical_Type),0.019022850512251235,0.9964266750178469,0.22439586919533108,0.8794002909276606,0.07749115861000273,0.9721289257402254,2.077920810005001,0.10333835507946475,0.3318554888056357,0.8023233486503856,0.5367008911034237,0.6574974727621137
Network IBI Coefficient of Variation,C(Gene),1.1333236894197318,0.2879846789784536,1.7228683065352293,0.19039911314074276,0.5894871676996037,0.44327385127468655,43.98896994787406,1.698841599526304e-10,0.7801213496828567,0.3778617297829753,0.7584267272436307,0.38456736443902995
Network IBI Coefficient of Variation,C(Chemical_Type),41.04777373672595,5.133510963639157e-22,32.486816874204294,4.754862800087454e-18,48.97317757040391,2.0834025328303885e-25,20.542540627781076,4.638038441414561e-12,65.22846082478578,5.168179547989303e-32,60.517703511437084,3.447589441317444e-30
Network IBI Coefficient of Variation,C(Gene):C(Chemical_Type),0.7974772645934988,0.4961500839469458,0.1520885825820242,0.9282943422909049,0.28211875791314617,0.8382940120764627,16.77366677330964,4.758549223535379e-10,3.1931788264529692,0.024021413350418113,2.707302361784508,0.04558822726728475
Network Normalized Duration IQR,C(Gene),4.395633335252832,0.036928284741996525,6.712421088571499,0.010075974938529193,0.001354744454521034,0.9706657132514147,14.952463266839981,0.0001371413666027305,1.8687165763731883,0.17271863848962568,0.11426500125013127,0.7355930812472602
Network Normalized Duration IQR,C(Chemical_Type),4.049586087260543,0.00768465977706209,4.1133282354719976,0.007057329628559321,3.543105834171541,0.015118430027293177,5.023427111899221,0.0020871412406595737,5.525008484316756,0.001065691271052161,6.376990195043628,0.0003405297368967596
Network Normalized Duration IQR,C(Gene):C(Chemical_Type),0.8839560747224077,0.4498121027527924,1.3562714440621708,0.2564622770180506,0.3547558241885267,0.7857368354190477,2.52459642115737,0.0579073098221195,1.2193312599965598,0.3029573438133184,1.9431726399935088,0.12282189143404638
Area Under Normalized Cross-Correlation,C(Gene),22.324451350034284,3.648743573254399e-06,24.411195060721685,1.3408667508893306e-06,17.48501338524931,3.876985170508219e-05,1.3599573878808264,0.24453720849953547,13.18199506911567,0.0003360010099648158,9.849754763796524,0.0018799112965259413
Area Under Normalized Cross-Correlation,C(Chemical_Type),1.741018452725157,0.1587987827294901,0.7443043599252842,0.5264504636770222,0.5976893807853024,0.6169964492061635,3.809076619327572,0.010593303954072774,2.7206939765279636,0.04479402907634566,2.6101318516789576,0.05177992125872821
Area Under Normalized Cross-Correlation,C(Gene):C(Chemical_Type),0.21893483743683187,0.883220566710625,0.0016891174946021398,0.9999039529972883,0.011649015261929548,0.998276156201329,1.1783710041555404,0.3182752816052391,0.5999881034646126,0.6155006780561044,0.42281124913807977,0.7367871405842847
Resistance - Avg (kOhms),C(Gene),,,,,,,,,,,,
Resistance - Avg (kOhms),C(Chemical_Type),,,,,,,,,,,,
Resistance - Avg (kOhms),C(Gene):C(Chemical_Type),,,,,,,,,,,,
Number of Covered Electrodes,C(Gene),,,,,,,,,,,,
Number of Covered Electrodes,C(Chemical_Type),,,,,,,,,,,,
Number of Covered Electrodes,C(Gene):C(Chemical_Type),,,,,,,,,,,,
